id,name,headshot_url,profession,specialty,event_title
594,Dr. Ajoy Roychoudhury,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-RoychoudhuryA.jpeg.jpg,Professor and Head of department,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
556,Dr. Alexander N. Nguyen,https://www.surpriseazoralsurgery.com/tpn/c/C1607/img/20221221-Dr-Nguyen-Photo-c1607.jpg,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
563,Dr. Ashish Ajay Patel,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PatelA.jpg,Fellowship Director,Head and Neck Surgical Oncology,AAOMS 107th Annual Meeting 2025
475,Dr. Bernard J. Costello,https://people.wayne.edu/profile/ia7269/2362/450-dr-costello.jpg,Senior VP for Health Affairs,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
549,Dr. Bonnie L. Padwa,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PadwaB.jpg,Oral Surgeon-in-Chief and Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
611,Dr. Brandon C. Seamon,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-SeamonB.jpg,Assistant Professor and Assistant Clerkship Director,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
613,Dr. Carl J. Selman,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-SelmanC.jpg,Professor and Former Program Director,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
610,Dr. Craig J. Scott,https://www.morgan.edu/Images/ACADEMIA/DEPTS/ece/scott.jpg,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
569,Dr. Daniel E. Pérez,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PrezD.jpeg.jpg,Professor Oral and Maxillofacial Surgery,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
578,Dr. David B. Powers,https://www.conferenceharvester.com/uploads/harvester/photos/crop-DGNIORBF-Presenter-PowersD(2).jpg,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
492,Dr. E. Armand Bedrossian,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-BedrossianE.jpg,Professor,Prosthodontics,AAOMS 107th Annual Meeting 2025
493,Dr. Edmond Bedrossian,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-BedrossianE.jpeg,Professor,Prosthodontics,AAOMS 107th Annual Meeting 2025
560,Dr. Fusun Ozer,https://www.dental.upenn.edu/wp-content/uploads/2010/12/Fusun-Ozer-250x300-1.jpg,Professor of Restorative Dentistry,Restorative Dentistry,AAOMS 107th Annual Meeting 2025
570,Dr. James Alexander Phero,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PheroJ(2).jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
474,Dr. Jasjit K. Dillon,https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/dillon-jaslit.jpg,Professor & Program Director,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
614,Dr. Jasjit K. Shah,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-ShahJ.jpg,OMS Resident,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
555,Dr. Jay M. Neugarten,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-NeugartenJ.jpeg.jpg,Private Practice Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
576,Dr. Jay Ponto,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-PontoJ.jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
571,Dr. Joan Pi Anfruns,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PiAnfrunsJ.jpg,Partner,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
642,Dr. John F. Caccamese Jr.,https://www.conferenceharvester.com/uploads/harvester/photos/crop-DGNIORBF-Presenter-CaccameseJ.png,Professor and Chief,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
604,Dr. John J. Schaefer,https://www.conferenceharvester.com/uploads/harvester/photos/MXRYJUVJ-Presenter-SchaeferJ.jpg,"Professor, Lewis Blackman Endowed Chair for Patient Simulation",Medical Education,AAOMS 107th Annual Meeting 2025
609,Dr. Jonathan A. Schwartz,https://providers.atriumhealth.org/sparkle-assets/preview_thumbnails/physicians/4462/doctor_finder-e701215ae5b314643843a18046a36063.jpg,Chief of OMS and Clinical Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
575,Dr. Julia Pompura,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PompuraJ.jpg,Associate Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
572,Dr. Justin M. Pisano,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PisanoJ.jpg,Clinical Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
477,Dr. Kenneth E. Fleisher,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSx0AoZ_BBJF6qYLkxRcktyQVbyZvopYWJpA&s,Clinical Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
487,Dr. Keyvan Abbaszadeh,https://interfacesurgery.ca/wp-content/uploads/2019/12/Dr-Keyvan-Abbaszadeh.jpg.webp,Partner,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
561,Dr. Laura Pacheco,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PachecoL.jpg,Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
489,Dr. Mohamed Abdelwahab,https://a.mktgcdn.com/p/Rc5ajHoXcWtu5Jce0ncIJ78oAsol0m-6X62bSb0ca-s/2974x4164.jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
643,Dr. Natasha Furchtgott,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-FurchtgottN.jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
557,Dr. Ned L. Nix,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-NixN.jpg,Associate Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
562,Dr. Neeraj H. Panchal,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-PanchalN.jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
589,Dr. Pat Ricalde,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-RicaldeP.jpg,Director Tampabay Cleft & Craniofacial Institute,Pediatric CranioMaxillofacial Surgery,AAOMS 107th Annual Meeting 2025
644,Dr. Paul S. Tiwana,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-TiwanaP.jpg,Professor and Chair,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
559,Dr. Petra Olivieri,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-OlivieriP.jpg,Assistant Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
626,Dr. Pushkar Mehra,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-MehraP.jpeg.jpg,Chair and Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
564,Dr. Raina K. Patel,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PatelR.jpg,Medical Student,Medical Education,AAOMS 107th Annual Meeting 2025
634,Dr. Rui P. Fernandes,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-FernandesR.jpg,Chief and Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
476,Dr. Rui P. Fernandes,https://www.conferenceharvester.com/uploads/harvester/photos/cropEFXUYVIU-Presenter-FernandesR.jpg,Leading OMS Practitioner,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
595,Dr. Salvatore L. Ruggiero,https://www.conferenceharvester.com/uploads/harvester/photos/cropNVYDMMUJ-Presenter-RuggieroS.jpg,Clinical Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
553,Dr. Sanjiv Nair,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-NairS.jpg,Consultant Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
558,Dr. Sergio Olate,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-OlateS(5).jpg,Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
490,Dr. Shelly Abramowicz,https://www.conferenceharvester.com/uploads/harvester/photos/cropNVYDMMUJ-Presenter-AbramowiczS.jpg,Section Chief,Pediatric Oral Surgery,AAOMS 107th Annual Meeting 2025
552,Dr. Stacey Nedrud,https://www.conferenceharvester.com/uploads/harvester/photos/cropNVYDMMUJ-Presenter-NedrudS.jpg,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
494,Dr. Talal B. Beidas,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-BeidasT.jpg,Associate Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
491,Dr. Tara Aghaloo,https://www.conferenceharvester.com/uploads/harvester/photos/crop-DGNIORBF-Presenter-AghalooT.jpg,Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
473,Dr. Thomas B. Dodson,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-DodsonT.jpg,Worthington Chair and Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
565,Dr. Veeshesh Patel,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PatelV.jpg,OMFS Resident,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
551,Dr. Waldemar D. Polido,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PolidoW.jpg,Clinical Professor,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
488,Dr. William G. Abbott,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-AbbottW.jpg,Partner,Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
550,Dr. Zachary S. Peacock,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PeacockZ.jpg,"Chair, Division of Oral and Maxillofacial Surgery",Oral and Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
880,John C. Klatt,https://via.placeholder.com/200x200,FF/EMT-P,Emergency Medicine,AAOMS 107th Annual Meeting 2025
657,"John C. Klatt, FF/EMT-P",https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-KlattJ.jpg,Paramedic Fire Fighter,Emergency Medical Services,AAOMS 107th Annual Meeting 2025
568,Jonah Peranson,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-PeransonJ.jpg,Vice President,Medical Matching Services,AAOMS 107th Annual Meeting 2025
875,Josh E. Everts,https://via.placeholder.com/200x200,"DDS, MD, FACS",Practice Management,AAOMS 107th Annual Meeting 2025
879,Judy Kay Mausolf,https://via.placeholder.com/200x200,Professional Development,Team Building,AAOMS 107th Annual Meeting 2025
648,Judy Kay Mausolf,https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-MausolfJ.jpg,Practice Management Consultant,Practice Management,AAOMS 107th Annual Meeting 2025
872,Likith V. Reddy,https://via.placeholder.com/200x200,"DDS, MD",Sleep Medicine,AAOMS 107th Annual Meeting 2025
877,Lisa Copeland,https://via.placeholder.com/200x200,"RDH, CSP, CVP",Communication,AAOMS 107th Annual Meeting 2025
666,"Lisa Copeland, RDH, CSP, CVP",https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-CopelandL.jpg,Communication Specialist,Team Communication,AAOMS 107th Annual Meeting 2025
873,Matthew Fay,https://via.placeholder.com/200x200,"DDS, MD, FRCDC",Sleep Medicine,AAOMS 107th Annual Meeting 2025
874,Mehran Hossaini-Zadeh,https://via.placeholder.com/200x200,DMD,Research,AAOMS 107th Annual Meeting 2025
881,Rachel Fogle,https://via.placeholder.com/200x200,EMT,Emergency Medicine,AAOMS 107th Annual Meeting 2025
869,Robert W. Emery III,https://via.placeholder.com/200x200,DDS,Oral & Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
882,Stephanie Klatt,https://via.placeholder.com/200x200,EMT-B,Emergency Medicine,AAOMS 107th Annual Meeting 2025
659,"Stephanie Klatt, EMT-B",https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-KlattS.jpg,Emergency Medical Technician,Emergency Medical Services,AAOMS 107th Annual Meeting 2025
870,Stephanie W. Yeung,https://via.placeholder.com/200x200,DDS,Oral & Maxillofacial Surgery,AAOMS 107th Annual Meeting 2025
883,Terri Bradley,https://via.placeholder.com/200x200,CPC,Coding and Reimbursement,AAOMS 107th Annual Meeting 2025
641,"Terri Bradley, CPC",https://www.conferenceharvester.com/uploads/harvester/photos/cropWISQIWKU-Presenter-BradleyT.jpg,Coding Specialist,Medical Coding,AAOMS 107th Annual Meeting 2025
871,Tuan G. Bui,https://via.placeholder.com/200x200,"DMD, MD",Anesthesia,AAOMS 107th Annual Meeting 2025
878,Vishtasb Broumand,https://via.placeholder.com/200x200,"DMD, MD",Dental Implants,AAOMS 107th Annual Meeting 2025
838,Amanda Cole Hill,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ColeHillA.jpeg.jpg,"BSDH, RDH, CDIPC",Dental Hygiene & Infection Control,AAP 111th Annual Meeting 2025
757,CPT Andrew Egger,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-EggerC.jpg,DDS,Military Periodontology,AAP 111th Annual Meeting 2025
755,CPT Denise Cacho,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-CachoC.jpg,"DMD, MPH",Military Periodontology,AAP 111th Annual Meeting 2025
754,CPT Justin Galliani,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-GallianiJ.jpg,DDS,Military Periodontology,AAP 111th Annual Meeting 2025
761,Capt Jess Cayetano,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-CayetanoC.jpg,DDS,Air Force Periodontology,AAP 111th Annual Meeting 2025
762,Capt Luke Seiler,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SeilerC.jpg,DDS,Air Force Periodontology,AAP 111th Annual Meeting 2025
763,Capt Victoria Wei,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-WeiC.jpeg.jpg,DMD,Air Force Periodontology,AAP 111th Annual Meeting 2025
860,Craig Misch,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-MischC.jpg,"DDS, MDS",Oral Surgery & Implant Site Preparation,AAP 111th Annual Meeting 2025
842,Dr. Adam Saltz,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SaltzA.jpg,"DMD, MS, MPH",Periodontology & Public Health,AAP 111th Annual Meeting 2025
808,Dr. Adam Saltz,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SaltzA.jpg,"DMD, MS, MPH",Periodontology & Public Health,AAP 111th Annual Meeting 2025
849,Dr. Alex Gillone,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-GilloneA.jpg,"DDS, MS",Periodontal Education & Clinical Practice,AAP 111th Annual Meeting 2025
851,Dr. Amanda Finger Stadler,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-FingerStadlerA.jpg,"DDS, MSD, MS, PhD",Periodontal Education & Assessment Standards,AAP 111th Annual Meeting 2025
702,Dr. Angela A. Palaiologou-Gallis,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-PalaiologouGallisA.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
719,Dr. Anton Sculean,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SculeanA.jpg,"DMD, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
819,Dr. Anton Sculean,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SculeanA.jpg,"DMD, MS, PhD",Periodontology & Regenerative Medicine,AAP 111th Annual Meeting 2025
736,Dr. Arndt Guentsch,/api/placeholder/150/150,"DMD, PhD, MHBA, MS",Periodontology,AAP 111th Annual Meeting 2025
804,Dr. Beatriz Bezerra,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BezerraB.jpg,"DDS, PhD",Periodontology & Research,AAP 111th Annual Meeting 2025
811,Dr. Bindu Dukka,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-DukkaB.jpg,"BDS, MSD, MPH",Periodontology & Public Health,AAP 111th Annual Meeting 2025
734,Dr. Bradley Ross,/api/placeholder/150/150,DMD,Periodontology,AAP 111th Annual Meeting 2025
788,Dr. Brett Kessler,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-KesslerB.jpg,DDS,Periodontology,AAP 111th Annual Meeting 2025
865,Dr. Bryan J. Frantz,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-FrantzB.jpg,"DMD, MS",Periodontics & Patient Care Excellence,AAP 111th Annual Meeting 2025
773,Dr. Bryan J. Frantz,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-FrantzB.jpg,"DMD, MS",Periodontology,AAP 111th Annual Meeting 2025
771,Dr. Caitlin Darcey,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-DarceyC.jpg,"DMD, MS, MHPE",Periodontology,AAP 111th Annual Meeting 2025
797,Dr. Caitlin Darcey,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-DarceyC.jpg,"DMD, MS, MHPE",Periodontology & Medical Education,AAP 111th Annual Meeting 2025
731,Dr. Carlos Parra Carrasquer,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ParraCarrasquerC(2).jpg,DDS,Periodontology,AAP 111th Annual Meeting 2025
844,Dr. Carlos Parra Carrasquer,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ParraCarrasquerC(2).jpg,DDS,Periodontology,AAP 111th Annual Meeting 2025
704,Dr. Charles A. Powell,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-PowellC.jpeg.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
716,Dr. Christopher R. Richardson,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-RichardsonC.jpg,"DMD, MS",Periodontology,AAP 111th Annual Meeting 2025
806,Dr. Chun-Teh Lee,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-LeeC.jpg,"DDS, MS, DMSc",Periodontology & AI Research,AAP 111th Annual Meeting 2025
744,Dr. Curry Leavitt,/api/placeholder/150/150,"DMD, MS",Periodontology,AAP 111th Annual Meeting 2025
812,Dr. David A. Scott,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ScottD.jpg,PhD,Periodontal Research & Pharmacology,AAP 111th Annual Meeting 2025
713,Dr. David L. Cochran,https://directory.uthscsa.edu/sites/directory/files/cochran-gsbsmay2018_4.jpg,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
695,Dr. David L. Cochran,https://directory.uthscsa.edu/images/faculty/cochran.jpg,"DDS, PhD",Periodontics & Implantology,AAP 111th Annual Meeting 2025
792,Dr. David M. Kim,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-KimD.jpg,"DDS, DMSc",Periodontology & Research,AAP 111th Annual Meeting 2025
863,Dr. David P. Mathews,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-MathewsD.jpg,DDS,Periodontal-Prosthodontic Collaboration,AAP 111th Annual Meeting 2025
858,Dr. David T. Wu,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-WuD.jpeg.jpg,"DMD, DMSc, FRCDC",Periodontal Surgery & Implant Site Development,AAP 111th Annual Meeting 2025
813,Dr. David T. Wu,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-WuD.jpeg.jpg,"DMD, DMSc, FRCDC",Periodontology & Tissue Engineering,AAP 111th Annual Meeting 2025
783,Dr. Dennis Tarnow,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-TarnowD.jpg,DDS,Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
791,Dr. Devorah Schwartz-Arad,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SchwartzAradD.jpg,"DMD, PhD",Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
721,Dr. Devorah Schwartz-Arad,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SchwartzAradD.jpg,"DMD, PhD",Periodontology,AAP 111th Annual Meeting 2025
835,Dr. Diana V. Messadi,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-MessadiD.jpg,"DDS, MMSc, DMSc",Oral Pathology & Oral Medicine,AAP 111th Annual Meeting 2025
821,Dr. Diego Velasquez-Plata,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-VelasquezD.jpg,"DDS, MSD",Periodontology & Prosthodontics,AAP 111th Annual Meeting 2025
796,Dr. Diego Velasquez-Plata,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-VelasquezD.jpg,"DDS, MSD",Periodontology & Implant Surgery,AAP 111th Annual Meeting 2025
729,Dr. Diego Velasquez-Plata,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-VelasquezD.jpg,"DDS, MSD",Periodontology,AAP 111th Annual Meeting 2025
714,Dr. Dimitris N. Tatakis,https://dentistry.osu.edu/sites/default/files/faculty/tatakis-d.jpg,"DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
703,Dr. Doug Dixon,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-DixonD.jpg,"DMD, MSD, PhD",Periodontology,AAP 111th Annual Meeting 2025
724,Dr. Effie Ioannidou,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-IoannidouE.jpg,"DMD, MS",Periodontology,AAP 111th Annual Meeting 2025
741,Dr. Fadi Hasan,/api/placeholder/150/150,"DDS, MSD",Periodontology,AAP 111th Annual Meeting 2025
728,Dr. Flavia Q. Pirih,https://www.conferenceharvester.com/uploads/harvester/photos/cropUKPOSZGO-Presenter-PirihF.jpg,"DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
705,Dr. Frank A. Scannapieco,https://c0ea946ea14de934f725-1840b682e23387c2aca618bb13b142d8.ssl.cf2.rackcdn.com/sepsisalliance_c53afb1779865a0b92f4274c6291db9d.jpg,"DMD, PhD",Periodontology,AAP 111th Annual Meeting 2025
853,Dr. Frank Schwarz,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-SchwarzF.jpg,"DDS, MSD, PhD",Oral Reconstructive Medicine & Regeneration,AAP 111th Annual Meeting 2025
726,Dr. Georgios A. Kotsakis,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-KotsakisG.jpg,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
712,Dr. Georgios E. Romanos,https://media.licdn.com/dms/image/v2/D4E03AQEL6dgaqOaSUA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1677322532919?e=2147483647&v=beta&t=0JepDrCmR02LQ6wLzONbyQXtxBmgEOymOEiW8xuKzMA,"DDS, PhD, Prof Dr med dent",Periodontology,AAP 111th Annual Meeting 2025
826,Dr. Gian Pietro Schincaglia,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SchincagliaG.jpg,"DDS, PhD",Implant Surgery & Maxillary Reconstruction,AAP 111th Annual Meeting 2025
759,Dr. Gilbert A. Fru,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-FruG.jpg,"DDS, MPH",VA Periodontology,AAP 111th Annual Meeting 2025
745,Dr. Giorgio Tabanella,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
822,Dr. Giovanni Zucchelli,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-ZucchelliG.jpg,"DDS, PhD",Periodontal Plastic Surgery,AAP 111th Annual Meeting 2025
723,Dr. Gustavo Avila Ortiz,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-AvilaOrtizG.jpg,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
707,Dr. Hatice Hasturk,https://forsyth.org/wp-content/uploads/2023/08/2-AFI-Headshot-no-wm-148-scaled.jpg,"DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
753,Dr. Henry A. Foerster,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-FoersterH.jpg,"DMD, MS, FACD",Periodontology,AAP 111th Annual Meeting 2025
512,Dr. Hiroshi Hirata,https://www.ist.hokudai.ac.jp/labo/mre/img/2024_Hirata_portrait_web_144.jpg,Anesthesiologist & Sedation Specialist,Sedation & Anxiety Management,AAP 111th Annual Meeting 2025
698,Dr. Hom-Lay Wang,https://media.dent.umich.edu/labs/wang/images/hom-lay-wang.jpg,"DDS, MSD, PhD",Periodontics & Implantology,AAP 111th Annual Meeting 2025
776,Dr. Hom-Lay Wang,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-WangH.jpg,"DDS, MSD, PhD",Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
733,Dr. Homa H. Zadeh,https://www.periocafe.com/wp-content/uploads/dr-homa-zadeh.jpg,"DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
793,Dr. Hsun-Liang Chan,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ChanH.jpg,"DDS, MS",Periodontology & Microsurgery,AAP 111th Annual Meeting 2025
